station,name,distance,address,category
105,Five Guys Champs-Élysées,440,49-51 avenue des Champs-Élysées,Burger Joint
105,Le Bar,698,31 avenue George V,Hotel Bar
105,L'Atelier de Joël Robuchon Étoile,697,133 avenue des Champs-Élysées,Brasserie
105,Pret A Manger,723,58 avenue Marceau,Sandwich Spot
105,Valois,507,1 place de Rio de Janeiro,Bar
105,Akira Back,673,Hôtel Prince de Galles,Japanese Restaurant
105,Dinand par Ferdi,818,18 rue du Boccador,Burger Joint
105,DIOR Galerie,814,11 rue François Premier,Museum
105,Pedra Alta,590,25 rue Marbeuf,Seafood Restaurant
105,Le Relais de l'Entrecôte,697,15 rue Marbeuf,Brasserie
105,L'Avenue,742,41 avenue Montaigne,Brasserie
105,L'Entrecôte de Paris,473,29 rue de Marignan,Steakhouse
105,Jean Imbert au Plaza Athénée,860,25 avenue Montaigne,Hotel Bar
105,La Maison de l'Aubrac,488,37 rue Marbeuf,French Restaurant
105,Café George V,469,120 avenue des Champs Elysees,Bistro
105,La Maison du Danemark,572,142 avenue Champs Elys\u00e9es,Cultural Center
105,Artcurial,614,7 rond-point des Champs-Élysées,Art Gallery
105,Burger King,310,124 rue la Boétie,Burger Joint
105,Grand Palais,980,"3 avenue du Général Eisenhower, 8e",Art Museum
105,La Galerie,716,31 avenue George V,Modern European Restaurant
105,Le Carré Elysée,506,49 avenue Franklin Delano Roosevelt,French Restaurant
105,Café la Belle Ferronnière,580,53–57 rue Pierre Charron,Brasserie
105,Gigi Paris,961,15 avenue Montaigne,Restaurant
105,Ziti,542,60 rue Pierre Charron,Pizzeria
105,Le Chat Blanc,351,61 avenue Franklin Delano Roosevelt,Coffee Shop
105,Victoria 1836,951,12 rue de Presbourg,Bar
105,Chez André,730,12 rue Marbeuf,Bistro
105,Beefbar,798,5 rue Marbeuf,Steakhouse
105,Manko,960,15 avenue Montaigne,Peruvian Restaurant
105,Cafe Di Roma,464,35 avenue des Champs-Élysées,Pizzeria
105,Rimal,770,26 avenue Georges V,Lebanese Restaurant
105,Café Latéral,845,4 avenue Mac Mahon,Bar
105,Le Deauville,426,75 avenue des Champs-Élysées,Bar
106,La Girafe,36,6 rue de la République,Restaurant
106,Big Fernand,814,30 rue Ernest Renan,Burger Joint
106,Manufacture,764,20 Esplanade de la Manufacture,French Restaurant
106,Les Colonnes,934,"65 rue du Général Leclerc, Centre Ville",Brasserie
106,Spiga d'Oro 2,878,"85 bis, rue Jean Bleuzen",Pizzeria
106,Chez Tonton,19,1 rue de la République,Fast Food Restaurant
106,Siam Square,47,2 place du Maréchal de Lattre de Tassigny,Thai Restaurant
106,Comptoir d'Issy,965,2 avenue Victor Cresson,French Restaurant
106,Hayami Sushi,66,11 rue Louis Blanc,Restaurant
106,Gateaux et Compagnie,68,6 place du Maréchal de Lattre de Tassigny,Tea Room
106,La Treille d Hypatie,108,7 rue Sadi Carnot,Gastropub
106,Maison Thielen Traiteur,146,24 rue de la République,Restaurant
106,La Scala,734,10 rue du Général Leclerc,Pizzeria
106,Taormina,642,52 rue Jean Bleuzen,Pizzeria
106,Pavillon de la Tourelle,443,10 rue Larmeroux,Fast Food Restaurant
106,La Couronne Dorée,799,32 rue Ernest Renan,Bistro
106,Tabac de la Gare,552,22 avenue Jacques Jezequel,Bar
106,Café Français,753,44 B rue Ernest Renan 2 place Paul Vaillant Couturier,Bar
106,Pizza l'Olivier,915,22 rue Ernest Renan,Italian Restaurant
106,Palais Royal Issy,677,6 boulevard Voltaire,Asian Restaurant
106,Eat Meat,720,1 rue du Général Leclerc,Sandwich Spot
106,Pizza du Chef,721,11 rue Georges Marie,Pizzeria
106,Le Méditerranée,754,40 bis rue Ernest Renan,Falafel Restaurant
106,Koji Restaurant Teppan Yaki,765,"34 bis, rue Ernest Renan",Japanese Restaurant
106,Panda Geant,852,20 rue Ernest Renan,Chinese Restaurant
106,La Colina,855,3 rue Pierre Brossolette,Bar
106,Thai First,873,14 rue Ernest Renan,Thai Restaurant
106,The French Playing Card Museum,873,16 rue Auguste Gervais,Museum
106,Sur la Braise,874,7 B rue Ernest Renan,Steakhouse
106,La Boite à Pizza,877,"7 bis, rue Ernest Renan",Pizzeria
106,La Gondola,900,2 avenue Jean Jaurès,Pizzeria
106,Wagy Burger,910,place de la République,Burger Joint
106,Waffle Factory,922,Promenade Cœur de ville,Dessert Shop
106,Nos Jours Heureux,927,26 avenue de la République,Sandwich Spot
106,Urban Sushi,932,6 Bis rue Ernest Renan,Fast Food Restaurant
106,Mama Kitchen Caffé,947,Promenade Cœur de ville,Café
106,Sushi Shop,947,1 rue André Chenier,Fast Food Restaurant
106,La Cevicheria,977,Promenade Cœur de ville,Peruvian Restaurant
106,Le Patio,986,3 rue Henri Mayer,Pizzeria
106,Sushifuji,987,18 avenue de la République,Sushi Restaurant
106,Le Fort de l'Eau,1399,1 rue Legrand,Moroccan Restaurant
106,Sima S.A.,47,33 avenue du Maine,Restaurant
106,M Giacomo Egresso,109,1 rue Kleber,Restaurant
106,Pimat,198,1 place du Président Kennedy,Restaurant
106,Db Bar,315,24 rue Louis Dardenne,Bar
106,L'Ilot Grec,541,11 rue Ernest Laval,Fast Food Restaurant
106,Point d'Arrêt,718,rue Ernest Renan,Fast Food Restaurant
106,Xu Rongrong,742,7 rue du Général Leclerc,Fast Food Restaurant
106,Royal Kashmer,889,12 rue Ernest Renan,Restaurant
106,Compass Group France,964,"35 rue Danton, 35 A 37",Restaurant
107,La Cinémathèque française,975,51 rue de Bercy,Museum
107,Pret A Manger,264,110 avenue de France,Fast Food Restaurant
107,Factory & Co,647,23 Cour Saint-Emilion,Bagel Shop
107,La Zygothèque,401,15 bis rue de Tolbiac,Bar
107,La Dame de Canton,683,Port de la Gare 11,Bar
107,Restaurant Venezia,670,66 bis rue Albert,Italian Restaurant
107,Eric Kayser,718,41 cour Saint-Émilion,Bakery
107,Subway,178,5 rue Francoise Dolto,Deli
107,Okinawa,797,5 rue François Mitterrand,Japanese Restaurant
107,Dupont Café,122,84 avenue de France,Café
107,The Frog & British Library,360,114 avenue de France,Beer Bar
107,Restaurant Urban Pasta Paris,94,18 rue Hélène Brion,Restaurant
107,La Terrasse du 5ème,170,rue Messian,Café
107,Indiana Café – Tolbiac,91,74 avenue de France,Latin American Restaurant
107,Pizza Hut,530,33 rue de Tolbiac,Pizzeria
107,Café Cayo,346,9 rue du Chevaleret,Café
107,Le Bistro du Viaduc,378,12 rue de Tolbiac,French Restaurant
107,Class'Croute,379,12 rue Neuve Tolbiac,Fast Food Restaurant
107,Le P'tit Saladier,469,60 rue du Dessous des Berges,Fast Food Restaurant
107,62 Degres,472,60 rue du Dessous des Berges,Restaurant
107,La Fab,496,place Jean,Art Museum
107,William Bar,521,36 rue de Patay,Bar
107,Ciné Café Bercy,549,UGC Ciné Cité Bercy,Café
107,Burger King,976,79-81 quai de la Gare,Fast Food Restaurant
107,Café de l'est,602,quai Francois Mauriac,Café
107,O'Tacos,609,92 rue Patay,Taco Restaurant
107,Marina de Paris,613,"rue Port de Bercy, Aval",Gastropub
107,Pasta Pizza,632,place Vins de France,Pizzeria
107,Tigre qui Pleure,654,2 rue Dunois,Thai Restaurant
107,Under the sea restaurant,672,160 avenue de France,French Restaurant
107,Les Marmites du Soleil,673,127 rue du Chevaleret,African Restaurant
107,Arlocchino,678,49 rue de Tolbiac,Fast Food Restaurant
107,Kanaco,698,39 rue Albert,Japanese Restaurant
107,Incubateur de Fraicheur,776,151 rue du Chevaleret,Deli
107,Au Pain du Cavalier,807,39 rue Joseph Kessel,Bakery
107,Chai de Bercy,861,Parc de Bercy,Science Museum
107,Le Commis Sert,878,10 rue de Dijon,Restaurant
107,Jon Mat Taeng,885,63 quai de la Gare,Korean BBQ Restaurant
107,Farinez-vous,894,19 rue du Château-des-Rentiers,Bakery
107,Le Dijon Bercy International,898,1 rue de Bercy,Café
107,Comme Promis,923,5 rue Clisson,French Restaurant
107,Partie de Campagne,695,36 Passage Saint Emilion,Bistro
107,Station F,938,55 boulevard Vincent Auriol,Coworking Space
107,L'Essentiel Olympiades,979,89 b rue de Tolbiac,Bakery
107,Pho Hanoi,984,30 avenue Pierre Semard,Vietnamese Restaurant
107,Le Café Fou,1003,7 Port de la Gare,Restaurant
107,Indiana Café,779,59-61 cour Saint-Émilion,Bar
107,Kaori,764,55-57 cour Saint-Émillion,Japanese Restaurant
107,Berradia,303,75 rue du Chevaleret,Bar
107,La Guinguette Pirate,584,2 rue du Dessous des Berges,Kitchen Remodeler
108,La Passerelle,444,172 quai de Stalingrad,French Restaurant
108,Chemin des Vignes,269,113 Bis avenue de Verdun,French Restaurant
108,River Café,960,146 quai de la Bataille Stalingrad,Brasserie
108,Restaurant l'Ile,481,170 quai de Stalingrad,Brasserie
108,Bellota-Bellota selon Byzance,905,27 rue Yves Kermen,Deli
108,La Guinguette Boulogne,762,4 rue Yves Kermen,Bistro
108,Restaurant du Stade,768,5 avenue Jean Bouin,French Restaurant
108,Thon,625,1 rue de Paris,Fast Food Restaurant
108,Samura,474,4-12 place Jacques Madaule,Japanese Restaurant
108,Casa Mario,923,104 boulevard Gallieni,Pizzeria
108,Le Moulin d'Issy,446,1 place Jacques Madaule,Pizzeria
108,Sultan Kebab,188,132 avenue de Verdun,Fast Food Restaurant
108,O'Tacos,234,99 avenue de Verdun,Fast Food Restaurant
108,Wagy Issy Gare,242,2 place Jules Gévelot,Burger Joint
108,Issy Guinguette,265,113 B avenue de Verdun,Restaurant
108,La Perle des Antilles,297,123 avenue de Verdun,Cajun and Creole Restaurant
108,Daikichi,411,28 rue du Docteur Lombard,Fast Food Restaurant
108,Vegetarium Café,350,7 chemin de Bretagne,Café
108,Gao Liang,365,14 rue Jean Jacques Rousseau,Chinese Restaurant
108,Les Crayères des Montquartiers,429,141 avenue de Verdun,French Restaurant
108,Toscanini,444,32 rue Jean Pierre Timbaud,Pizzeria
108,Café Supreme,485,2 place Jacques Madaule,Restaurant
108,Ginette,497,90 Bis avenue Victor Cresson,Brasserie
108,Les Caves des Montquartiers,500,5 chemin des Montquartiers,Restaurant
108,Serim,526,146 quai de la Bataille de Stalingrad,Restaurant
108,Issy C Vachement Bon,549,170 avenue de Verdun,Diner
108,Le Débarcadère,590,l'Ile Saint Germain 170 quai la Bataille de Stalingrad,Café
108,Colombus Cafe & Co,653,29 rue du Passeur de Boulogne Intermarche,Coffee Shop
108,Menzel,689,4 avenue Pierre Grenier,Restaurant
108,Pizza boulogne,735,2 Bis rue Yves Kermen,Restaurant
108,Domino's Pizza,741,41 avenue Victor Cresson,Pizzeria
108,Cap Seine,745,55 quai du Point du Jour,Restaurant
108,Oisushi,821,15 rue de Paris,Fast Food Restaurant
108,Pizza Hut,825,37 avenue Victor Cresson,Pizzeria
108,Bebop Star,894,264 bis boulevard Jean Jaurès,Fast Food Restaurant
108,au Longchamp d'Issy,899,29 avenue Victor Cresson,Restaurant
108,Tomme,905,16 rue Michel Jazy,French Restaurant
108,Class'Croute,927,3 rue Michel Jazy,Pizzeria
108,O Monçanense,939,31 Ter rue Traversière,Fast Food Restaurant
108,Bateau Dîner Croisière Paris en Scène,972,52 quai du Point du Jour,Restaurant
108,Jour Issy les Moulineaux,989,37 B Rue Camille Desmoulins,Poke Restaurant
108,Domino's Pizza,533,63 avenue Victor Cresson,Pizzeria
108,Byzance S.A.R.L.,901,27 rue Yves Kermen,Restaurant
108,Wagy,905,56 promenade du Verger,Fast Food Restaurant
108,Casa Mario,923,104 boulevard Gallieni,Bar
108,Bedros,924,102 boulevard Gallieni,Fast Food Restaurant
109,Musée d'Art Contemporain du Val-de-Marne,319,place de la Libération,Museum
109,Le Royal Vitry,462,159 avenue Paul Vaillant Couturier,Chinese Restaurant
109,Boulangerie Saint-Just,44,16 place Saint Just,Bakery
109,Aspendos,53,31 avenue Maximilien de Robespierre,Turkish Restaurant
109,Brasserie le Théâtre,104,49 avenue de l'Abbé Roger Derry,Brasserie
109,Au Bonheur de Vitry,195,10 avenue de l'Abbe Roger Derry,Chinese Restaurant
109,L'Orient,276,42 avenue Henri Barbusse,Fast Food Restaurant
109,Patrone Pizza,282,42 avenue Henri Barbusse,Pizzeria
109,T9 Foodies & Grill,282,42 avenue Henri Barbusse,Restaurant
109,Station Resto,303,5 avenue du Moulin de Saquet,Pizzeria
109,MACval,317,rue Henri de Vilmorin,Art Museum
109,Grill Garden,326,10 place de l'Église,Restaurant
109,Les Allées du Musée,376,avenue du Moulin de Saquet,Café
109,Le Chantier,398,18 avenue Eugène Pelletan,French Restaurant
109,Le Mistral,401,20 avenue Henri Barbusse,Pizzeria
109,Pink'sushi,571,118 avenue Paul Vaillant Couturier,Fast Food Restaurant
109,KFC,635,34 avenue Youri Gagarine,Fast Food Restaurant
109,Chicken Spot,611,34 avenue Youri Gagarine Cc Atac,Pizzeria
109,Le Pacific,640,121 avenue Paul Vaillant Couturier,Fast Food Restaurant
109,Domino's Pizza,640,121 avenue Paul Vaillant Couturier,Pizzeria
109,Rajpoot,645,37 avenue Danielle Casanova,Fast Food Restaurant
109,Le Meridional,657,115 avenue Paul Vaillant Couturier,Italian Restaurant
109,Vitry Fada,661,5 place du Dix Neuf Mars 1962,Bar
109,Italianopizza,786,1 rue Freres Poiries,Pizzeria
109,Le Must,890,45 Bis boulevard Stalingrad,Restaurant
109,Seven Sushi,898,100 rue de Choisy,Fast Food Restaurant
109,Délice Paëlla,915,168 avenue Gabriel péri,Pizzeria
109,Pizza Pronto,915,156 rue Gabriel Péri,Pizzeria
109,Le Fontenoy,980,120 avenue Ernest Havet,Bar
109,Speed Rabbit Pizza,68,24-26 avenue de l'Abbé Roger Derry,Pizzeria
109,Kamak Express,68,24 avenue de l'Abbé Roger Derry,Pizzeria
109,Pizza Tony,193,40 rue Clément Perrot,Restaurant
109,Cinar 2,332,10 place de l'Église,Restaurant
109,Unipop le Chantier,418,18 avenue Eugene Pelletan,Fast Food Restaurant
109,Association Savoir Apprendre,455,"14 avenue Henri Barbusse, 14 18",Museum
109,Kifouche Harzki,498,35 avenue du Moulin de Saquet,Café
109,KFC,584,"34 avenue Youri Gagarine, Centre Commercial Simply Market",Fried Chicken Joint
109,Sohyli,717,81 avenue Jean Jaurès,Restaurant
109,L'Italiano,842,1 rue des Frères Poirier,Pizzeria
109,Aux saveurs creoles,996,"avenue du Huit Mai 1945, Centre Commercial",Caterer
110,L'Avant Comptoir du Marché,183,"15 rue Lobineau, 6e",Bistro
110,Les Deux Magots,122,6 place Saint-Germain des Prés,Coffee Shop
110,Café de Flore,153,"172 boulevard Saint-Germain, 172",Café
110,Relais de l'Entrecôte Saint Germain,193,20 Bis rue Saint Benoît,Brasserie
110,BREIZH Café | La Crêpe Autrement,367,1 rue de l'Odéon,Creperie
110,Ralph's Restaurant,292,173 boulevard Saint Germain,Bistro
110,Homer Lobster Saint-Germain,320,15 rue de l'Ancienne Comédie,Seafood Restaurant
110,Clover Green,378,"5 rue Perronet, 7e",Restaurant
110,Musée du Luxembourg,516,19 rue de Vaugirard,Museum
110,Café Louise,190,155 boulevard Saint-Germain,Café
110,Marché Saint-Germain,168,"4-6 rue Lobineau, 6e",Restaurant
110,L'Atelier de Joël Robuchon,625,"5 rue de Montalembert, 5e",Fast Food Restaurant
110,Louvre Museum (Musée du Louvre),850,99 rue de Rivoli,Museum
110,Le Galway,670,13 quai des Grands Augustins,Beer Bar
110,Bouillon Racine,648,"3 rue Racine, 6e",Diner
110,La Palette,291,"43 rue de Seine, 6e",Bistro
110,Les Antiquaires,735,13 rue du Bac,French Restaurant
110,Le Bistro du Périgord,862,69-73 rue Saint-Jacques,French Restaurant
110,Orsay Museum (Musée d'Orsay),949,1 rue de la Légion d'Honneur,Museum
110,Fontaine Saint-Michel,679,7B place Saint-Michel,Museum
110,Les Botanistes,657,"11 bis, rue Chomel",Brasserie
110,LV Café,856,2 rue du Pont Neuf,Café
110,Richart,204,27 rue Bonaparte,Restaurant
110,The Mazet,322,61 rue Saint-André des Arts,Sports Bar
110,Amorino,969,4 rue Vavin,Coffee Shop
110,Bar de la Croix Rouge,368,2 Carrefour de la Croix Rouge,French Restaurant
110,Le Hibou,349,16 carrefour de l'Odéon rue de Condé,Café
110,Langosteria,820,8 quai du Louvre,Seafood Restaurant
110,Amorino,859,22 rue Soufflot,Coffee Shop
110,Chipotle Mexican Grill,736,96 boulevard Saint-Germain,Mexican Restaurant
110,Le Fumoir,919,"6 rue de l’Amiral de Coligny, 1er",French Restaurant
110,Le Saint Germain,726,62 rue du Bac,Coffee Shop
110,Loulou' Friendly Diner,795,90 boulevard Saint-Germain,Diner
110,Restaurant le Voltaire,722,27 quai Voltaire,French Restaurant
110,Bo&Mie,948,91 rue de Rivoli,Bakery
110,Pret A Manger,757,49 boulevard Saint-Michel,Sandwich Spot
110,Le Tout,822,Cheval Blanc,Brasserie
110,Cocorico,760,5 rue du Bac,Brasserie
110,Eric Kayser,709,18 rue du Bac,Bakery
110,Café Marly,941,"93 rue de Rivoli, 1er",Café
110,Café Mabillon,84,164 boulevard Saint-Germain rue du Four,Brasserie
110,La Crème de Paris,885,"1 Quai Saint-Michel, 75005 Paris, France",Café
110,Le Choupinet,775,58 boulevard Saint-Michel,Brasserie
110,Le Café Richelieu,920,Musée du Louvre,Café
110,Polidor,554,"41 rue Monsieur le Prince, 6e",Fast Food Restaurant
110,Kong,907,"1 rue du Pont Neuf, 1er",Lounge
110,Le Marmiton de Lutece,849,6 rue Saint-S\u00e9verin,Fondue Restaurant
110,Paradis du Fruit,681,29 quai des Grands Augustins,Juice Bar
110,Le Départ,746,1 place Saint-Michel,Café
110,Ha Noi 1988,650,72 quai des Orfèvres,Vietnamese Restaurant
111,Brasserie de la Pointe,274,1989 avenue Roger Salengro,Brasserie
111,San Marco,303,1764 avenue Roger Salengro,Pizzeria
111,Le Palais de Maharajah,325,2049 avenue Roger Salengro,Indian Restaurant
111,La Ronde des Petits Plats,339,1663 avenue Roger Salengro,Pizzeria
111,Les Canailleries du Marché,459,15 place du Marché,Restaurant
111,Campanile Paris Ouest,958,885 avenue Roger Salengro,Hotel
111,Le Bistrot de Chaville,505,1410 avenue Roge rue Salengro,Bar
111,Le Village du Bonheur,569,27 rue de Jouy,Asian Restaurant
111,Palais Nippon,601,3 boulevard de la Libération,Fast Food Restaurant
111,Mithas,615,1 boulevard de la Libération,Indian Restaurant
111,Villa Offleni,625,1 boulevard de la Libération,Pizzeria
111,Brasserie des 3 Gares,629,14 place de Verdun,Restaurant
111,La Rotonde,647,1 rue René,Bar
111,Les Trois Gares,666,14 place de Verdun,African Restaurant
111,Piano Piano,790,42 avenue du Général Leclerc,Italian Restaurant
111,Fresh Food,914,902 avenue Roger Salengro,Fast Food Restaurant
111,Au Bureau Chaville,939,2 Parvis Robert Schuman,Restaurant
111,Bonheur de Pan,961,78 avenue du Général Leclerc,Fast Food Restaurant
111,Fresh Lounge Sushi Viroflay,967,4 place du Onze Novembre 1918,Chinese Restaurant
111,Campanile Chaville Pont de Sèvres,977,1 Parvis Robert Schuman,Coffee Shop
111,Creperie Ty-Coz,984,64 rue Albert Perdreaux,Pizzeria
111,Soirée Angkor,310,"1748 avenue Roger Salengro, Chez Cheam",Vietnamese Restaurant
111,Churrasqueira A Seleçao,323,1663 avenue Roger Salengro,Restaurant
111,Le Nova Klub,620,50 rue Alexis Maneyrol,Restaurant
111,Lotus d'Or,717,1144 avenue Roger Salengro,Fast Food Restaurant
111,El Gusto,781,22 rue de la Fontaine Henri IV,Restaurant
112,La Table des Troys,93,2 avenue de Paris,Brasserie
112,Les Officiers,77,3 avenue de Nogent,Diner
112,Sakana Sushi,149,10 avenue de Paris,Fast Food Restaurant
112,Big Fernand,149,10 avenue de Paris,Burger Joint
112,Co2,394,2 rue de l'Église,French Restaurant
112,Hôtel Blason,364,30 avenue de Paris,Restaurant
112,Chalet des Iles Daumesnil,2411,Bois de Vincennes 45,Brasserie
112,Absolu,294,22 Avenue. de Paris,Restaurant
112,Le Drapeau,241,18 avenue de Paris,Bar
112,Meli's Snack,200,2 avenue du Château,Bagel Shop
112,Pokawa Chateau de Vincennes,200,2 avenue du Chateau,Restaurant
112,La Fabrique de Confitures à Vincennes,214,18 rue Lejemptel,Deli
112,McDonald's,368,26 avenue du Chateau,Burger Joint
112,Hello Fleurs,297,57 avenue de la République,Restaurant
112,Aux Merveilleux de Fred,297,1 rue du Midi,Pastry Shop
112,Le Fontenoy,318,23 avenue du Château,Bar
112,Aarush,329,26 avenue de Paris,Indian Restaurant
112,Mypoki,340,6 rue de Montreuil,Bubble Tea Shop
112,Au Royal Couscous,364,1 Bis avenue de Paris,Diner
112,Mcafé,371,128-162 avenue de France,Café
112,Brasserie de l'Esplanade,560,50 avenue du Général de Gaulle,Bar
112,Le Marigny,421,65 rue de Fontenay,Bar
112,Pizza Hut,385,"1 bis, avenue de Paris",Pizzeria
112,Nido,388,2 rue de l'Église,Restaurant
112,Food Y Vino,418,53 rue Robert Giraudineau,Deli
112,L'Ours,436,10/12 rue de l'Eglise,Restaurant
112,Vincennes Bastille,482,52 rue de Montreuil,Café
112,Noemi Sann,550,64 rue de Montreuil,Import and Export Service
112,Bozen,596,27 avenue de Paris,Japanese Restaurant
112,Sushi Fun,603,172 rue de Fontenay,Sushi Restaurant
112,U.D,632,184 rue Fontenay,Fast Food Restaurant
112,Le Bosquet,652,Parc Floral,Fast Food Restaurant
112,Gaia Torréfacteur,664,135 rue de Fontenay,Café
112,Matuya,742,41 place Diderot,Japanese Restaurant
112,Dar Djerba,757,214 rue de Fontenay,African Restaurant
112,Coste Bleu,778,9 avenue de la République,Restaurant
112,Le Berlioz,782,8 place Bérault,Bar
112,Bistrot des Idoles,797,3 avenue de la République,Pizzeria
112,Le Berault,803,94 avenue de Paris,Restaurant
112,Hayaci,818,1 place Berault,Japanese Restaurant
112,Sabsab Bahija,834,65 avenue de Paris,Fast Food Restaurant
112,Bocachica,838,6 rue Rochebrune,Restaurant
112,Pat à Tarte,851,98 avenue de Paris,Bakery
112,Caffé Shop Saint-Mandé,860,67 avenue de Paris,Italian Restaurant
112,Mussana France,888,65 rue Joseph Gaillard,Bakery
112,Eden King,931,20 rue Clément Vienot,Restaurant
112,Le Saumur,940,112 rue de Jerry,Café
112,Pousses,949,14 rue de Lagny,Fast Food Restaurant
112,Brasserie des 2 Communes,960,19 rue des Deux Communes,Restaurant
112,Sud Café,993,31 rue de la Solidarité,Italian Restaurant
113,The Soul Cat,690,2 allée Raymond Nègre,Pub
113,Chez Yunus,34,avenue du Général de Gaulle,Kebab Restaurant
113,Restaurant Istanbul,34,2 place Léon Gambetta,Turkish Restaurant
113,O' Tacos,47,5 avenue du Général de Gaulle,Taco Restaurant
113,Soleil Levant,48,28 avenue Roger Salengro,Restaurant
113,Sashimi Ya,62,16 avenue Roger Salengro,Fast Food Restaurant
113,O'Tacos,74,5 avenue Charles de Gaulle,Fast Food Restaurant
113,A Mesa Marie,78,11 avenue du Général de Gaulle,Restaurant
113,Mood Food,90,15 avenue du Général de Gaulle,Restaurant
113,De la Braise A la Fo,91,34 avenue Roger Salengro,Deli
113,Le Maroc,112,16 avenue du Général de Gaulle,Fast Food Restaurant
113,La Taverne d'Umberto,113,35 avenue Roger Salengro,Fast Food Restaurant
113,Le Punjab,149,17-19 avenue du Général de Gaulle,Bistro
113,McDonald's,650,9/13 avenue du Général Gallieni,Burger Joint
113,Chez Papa,185,86 avenue du Général Gallieni,Southwestern French Restaurant
113,Venezia,208,46 avenue Roger Salengro,Pizzeria
113,Suprème Pizza,253,34 avenue du Général de Gaulle,Pizzeria
113,Bamboo,291,56 avenue du Général Gallieni,Korean Restaurant
113,Aux Trois Gourmets,380,43 avenue du Général Gallieni,Restaurant
113,Prookaz,438,26 rue de Verdun,Kitchen Remodeler
113,Le Casino,442,35 avenue du Général Gallieni,Bar
113,El Amane,444,45 avenue du Général Gallieni,Fast Food Restaurant
113,Le Mocca,489,34 avenue du Général Gallieni,Sports Bar
113,Pizza Mania,500,32 avenue du Général Gallieni,Pizzeria
113,Chez Mina,533,74 avenue Roger Salengro,Bar
113,Aux Mille et Un Delices,556,21 avenue du Général Gallieni,Bakery
113,Colomb Rest,631,81 avenue du Général de Gaulle,Restaurant
113,Mac Donald's,647,"9 avenue du Général Gallieni, 9-11-13",Restaurant
113,Les Salons de la Marne,657,27 rue Diderot,Night Club
113,La Rose des Vents,658,16 avenue du Général Galliéni,Restaurant
113,La Fabrike Burger,661,3 allée Raymond Nègre,Restaurant
113,O'Sullivans Irish Pub,684,2 allée Raymond Nègre,Pub
113,Ceviche & Co,684,14 allée Raymond Nègre,Peruvian Restaurant
113,Bella Vista,687,3 Bis allée Raymond Negre,Pizzeria
113,Ile Maurice,692,8 allée Raymond Nègre,Comfort Food Restaurant
113,Tabac du Plant,702,98 avenue Roger Salengro,Bar
113,Domino's Pizza,827,107 avenue du Général de Gaulle,Pizzeria
113,Majestic,900,5 rue Benjamin Moloïse,Fast Food Restaurant
113,62 Istanbul,929,140 avenue du Général de Gaulle,Fast Food Restaurant
113,O'117 Street Food,929,117 avenue du Général de Gaulle,Pizzeria
113,Ali Baba,940,117 avenue du Général de Gaulle,Fast Food Restaurant
113,La Goulue,966,17 quai Gabriel Péri,Restaurant
113,Le Bougnat,976,102 rue de Verdun,Coffee Shop
113,Italia A Tavola,998,125 boulevard de Stalingrad,Pizzeria
113,K.Is,61,18 avenue Roger Salengro,Restaurant
113,Palm Pizza KAZARTA,254,34 avenue du Général de Gaulle,Pizzeria
113,Le Night Sofiane Mazouzi,498,27 avenue du Général Gallieni,Restaurant
113,PSG Par Simple Gourmandise,556,36 rue de Verdun,Restaurant
113,Les Délices d'Eburnie,603,88 avenue du Général de Gaulle,Restaurant
113,Bar et Café Café Funchal,662,27 rue Diderot,Fast Food Restaurant
114,Galerie de Paléontologie et d'Anatomie Comparée (Galerie de Paléontologie et d'Anatomie comparée),181,"2 rue Buffon, 5e",History Museum
114,Yachts de Paris,500,1 boulevard Henri Iv,Brasserie
114,Pause Bobun,173,3 rue Buffon,Vietnamese Restaurant
114,Rue Crémieux,540,23-25 rue Crémieux,Restaurant
114,Grande Galerie de l'Evolution (Grande Galerie de l'évolution),715,"36 rue Geoffroy-St-Hilaire, 5e",Science Museum
114,Le Train Bleu,572,1 place Louis Armand,Bar
114,Pret A Manger,624,Place Louis Armand,Sandwich Spot
114,Salon de thé de la Grande Mosquée de Paris (Salon de Thé de la Grande Mosquée de Paris),769,39 rue Geoffroy Saint-Hilaire,Coffee Shop
114,Galerie de Minéralogie et de Géologie,651,"36 rue Geoffroy-St-Hilaire, 5e",Museum
114,Pavillon de l'Arsenal,811,"21 boulevard Morland, 4e",Art Museum
114,Le Social Bar,737,25 rue Villiot,Beer Bar
114,Institut du Monde Arabe,869,"1 rue des Fossés-Saint-Bernard, place Mohammed-V",Museum
114,Au Moulin à Vent,966,20 rue Foss\u00e9s Saint Bernard,Bistro
114,Maria Loca,949,31 boulevard Henri IV,Cocktail Bar
114,Le Pop-Up du Label,830,14 rue Abel,Bar
114,Eric Kayser,437,13 boulevard Diderot,Bakery
114,Table,915,3 rue de Prague 75012,French Restaurant
114,Best Istanbul,730,26 bis boulevard Diderot,Turkish Restaurant
114,Chez Papa,798,40 boulevard de la Bastille,Southwestern French Restaurant
114,Restaurant aux Cadrans du P.L.M.,589,21 Quinquies boulevard Diderot,French Restaurant
114,Chez Margot,906,25 boulevard Henri IV,Diner
114,Wanderlust,539,32 quai d'Austerlitz,Night Club
114,Bai Thong,1007,47 rue de Charenton,Thai Restaurant
114,Le Bistrot du Coin,922,73 avenue Ledru-Rollin,Bistro
114,Les Affranchis,722,14 avenue Daumesnil,French Restaurant
114,Chez Lili et Marcel,876,1 quai d'Austerlitz,Bar
