station,name,distance,address,rating
5,Moustache,1425.0859773636216,3 Rue Sainte Beuve,4.5
5,Le Cornichon,634.6497196734209,34 Rue Gassendi,4.5
5,Le Petit Baigneur,558.4353711869906,10 rue de la Sablière,4.2
5,L'Essentiel,346.56304799060115,168 rue d'Alesia,4.4
5,Contre Allée,1298.387519953348,83 ave Denfert-Rochereau,4.3
5,Deux Cigales,1340.212868171539,8 Rue Brea,4.3
5,Le Château Poivre,326.4888246648854,145 rue du Château,4.1
5,Chez Papa,752.066591627683,6 rue Gassendi,3.7
5,Le Laurier,283.2803774407335,2 rue Pernety,4.1
5,Nagoya,1157.9737926763185,58 boulevard du Montparnasse,3.8
5,Augustin,556.4330211842387,79 rue Daguerre,4.0
5,Je Thè...Me,1317.1518945585708,4 rue d'Alleray,4.2
5,Villa Saint Jacques,1263.5315822996256,1 boulevard Saint-Jacques,4.1
5,Le Clos Y,1008.6529521054136,27 avenue du Maine,4.8
5,Au Reveil du XV,653.982119282434,108 rue Falguière,4.7
5,La Grande Ourse,468.7310033703391,9 Rue Georges Saché,4.3
5,Le Kigawa,504.97420638163834,186 rue du Chateau,4.5
5,Aux Enfants Gatés,741.1575733715508,4 rue Danville,4.5
5,Les Fauves,992.6893647740975,33 boulevard Edgar Quinet,4.2
5,Pastamore,1221.8649113152876,39 boulevard du Montparnasse,4.3
5,Il Far'niente,1522.0525740565201,1 rue Paul Fort,3.9
5,Croccante,1177.4186433488371,138 rue de Vaugirard,4.6
6,Bustronome,12010.403082622446,2 avenue Kléber,4.5
6,Villa Capri,1282.4705941707791,2 bd de la Libération,4.3
6,El Gringo,1490.8587930858298,32 avenue de Paris,3.4
6,Olympe Sport Café,1310.9017110875986,46 ave du général de Gaulle,4.3
6,L’Ours,1607.8000738977541,10-12 rue de l'Église,4.3
6,La Table des Troys,1842.2309940341017,2 bis ave Paris,3.6
6,Le Petit Bofinger,1261.1717225760517,2 avenue de Paris,4.1
6,Sakura,1411.5081056656352,46 rue Raymond du Temple,4.3
6,Tamarin,1426.91545693287,14 rue Raymond du Temple,4.1
6,Alessandro,1494.5305421172186,51 rue Fontenay,3.4
6,Les Magnolias,357.62541306820367,Route de la Pyramide,2.5
6,Chez Antoine,1861.5868379799556,2 avenue de la Republique,3.9
6,Restaurants Panoramiques de l'hippodrome Paris-Vincennes,1472.5278892891174,2 Route De la ferme,5.0
6,Les fées papilles,1381.2052696070714,13 rue lejemptel,3.3
6,La Bascule,1924.557090877138,214 rue de Fontenay,5.0
6,Matsuri,1432.2352340354469,24 avenue de Paris,4.5
6,La Cantine,1931.6274986734386,10 Rue Victor Basch,3.6
6,CARNIUM & Co,1874.2270680765073,3 avenue de la République,5.0
6,L'Ardoise,1598.712150615744,53 rue Robert Giraudineau,3.7
6,BARTO,1413.5490529562514,22 avenue de Paris,3.4
6,Les Officiers,1180.4292679195903,3 ave Nogent,2.5
6,Le Co2,1555.8318582113336,2 rue de l'Eglise,4.0
6,Le Chateau des Vignerons,1545.9943911505034,17 rue des Vignerons,3.9
6,Ichikawa,1873.079966536909,67 avenue de Paris,4.0
6,Sushi Sei,1319.3048385855536,10 ave de Paris,4.2
6,Le Garden,1561.9538666630476,28 rue Robert Giraudineau,3.3
6,Englitalia,1258.7624509607551,2 avenue de Paris,4.3
6,Bozen,1668.2892001874907,29 avenue de Paris,4.0
6,Sushi Shop,1518.0307549501558,36 ave de Paris,2.5
6,Kwan Kao,1468.10125497359,77 rue Defrance,5.0
6,Pizza del Castello,1445.760146200488,26 avenue de Paris,2.7
6,Toyami,1342.0548173593538,14 avenue de Paris,3.3
6,Le Terminus,1170.301209268594,9 ave de Nogent,4.0
6,L'esplanade,1298.391081914926,50 ave du General de Gaulle,2.0
6,Le Petit Zoom,1534.2813708658505,108 Rue Fontenay,3.0
6,Le Palais de l'Inde,1732.3191108107756,20 rue Jean Moulin,2.7
6,J. Montana,1465.2799952816692,77 rue Defrance,3.7
6,Yooki,2015.0846871717158,175 rue de Fontenay,3.5
